case_id,pattern_id,expected,candidate_function,reference_function,security_sensitive_operation,defensive_operation,source,note,candidate_role,candidate_present,candidate_path,located_comparable_functions,per_pattern_limit
PAT17-R09,PAT17,unknown,octeon_mmc_probe,fsl_re_chan_probe,of_platform_device_create,platform_device_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/mmc/host/cavium-octeon.c,35,10
P18,PAT18,bug,oaktrail_lvds_init,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,confirmed_bugs.csv,confirmed missing-defense case from recorded audit,confirmed_bug,yes,drivers/gpu/drm/gma500/oaktrail_lvds.c,26,10
PAT18-R01,PAT18,unknown,vpif_probe,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/media/platform/ti/davinci/vpif_display.c,26,10
PAT18-R02,PAT18,unknown,iss_register_subdev_group,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/staging/media/omap4iss/iss.c,26,10
PAT18-R03,PAT18,unknown,sx1_i2c_read_byte,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,arch/arm/mach-omap1/board-sx1.c,26,10
PAT18-R04,PAT18,unknown,therm_of_probe,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/macintosh/therm_windtunnel.c,26,10
PAT18-R05,PAT18,unknown,i2cdev_open,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/i2c/i2c-dev.c,26,10
PAT18-R06,PAT18,unknown,mlxplat_mlxcpld_verify_bus_topology,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/platform/x86/mlx-platform.c,26,10
PAT18-R07,PAT18,unknown,oaktrail_hdmi_get_modes,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/gma500/oaktrail_hdmi.c,26,10
PAT18-R08,PAT18,unknown,timbradio_probe,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/media/radio/radio-timb.c,26,10
PAT18-R09,PAT18,unknown,sta2x11_vip_init_one,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/media/pci/sta2x11/sta2x11_vip.c,26,10
P19,PAT19,bug,agp_serverworks_probe,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,confirmed_bugs.csv,confirmed missing-defense case from recorded audit,confirmed_bug,yes,drivers/char/agp/sworks-agp.c,85,10
PAT19-R01,PAT19,unknown,vfio_pci_igd_cfg_init,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/vfio/pci/vfio_pci_igd.c,85,10
PAT19-R02,PAT19,unknown,fch_clk_remove,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/x86/clk-fch.c,85,10
PAT19-R03,PAT19,unknown,amd_pmf_probe,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/platform/x86/amd/pmf/core.c,85,10
PAT19-R04,PAT19,unknown,cxl_handle_cper_event,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/cxl/pci.c,85,10
PAT19-R05,PAT19,unknown,ibm_unconfigure_device,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/pci/hotplug/ibmphp_core.c,85,10
PAT19-R06,PAT19,unknown,nouveau_hw_get_clock,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/nouveau/dispnv04/hw.c,85,10
PAT19-R07,PAT19,unknown,amdgpu_device_suspend_display_audio,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/amd/amdgpu/amdgpu_device.c,85,10
PAT19-R08,PAT19,unknown,CDV_MSG_WRITE32,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/gma500/cdv_device.c,85,10
PAT19-R09,PAT19,unknown,cgx_print_dmac_flt,agp_serverworks_probe,pci_get_domain_bus_and_slot,pci_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/net/ethernet/marvell/octeontx2/af/rvu_debugfs.c,85,10
P20,PAT20,bug,am33xx_pm_rtc_setup,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,confirmed_bugs.csv,confirmed missing-defense case from recorded audit,confirmed_bug,yes,drivers/soc/ti/pm33xx.c,112,10
PAT20-R01,PAT20,unknown,mpc832x_rdb_setup_arch,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,arch/powerpc/platforms/83xx/mpc832x_rdb.c,112,10
PAT20-R02,PAT20,unknown,pmac_has_backlight_type,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,arch/powerpc/platforms/powermac/backlight.c,112,10
PAT20-R03,PAT20,unknown,vio_init,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,arch/sparc/kernel/vio.c,112,10
PAT20-R04,PAT20,unknown,agp_uninorth_probe,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/char/agp/uninorth-agp.c,112,10
PAT20-R05,PAT20,unknown,cpm_muram_init,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/soc/fsl/qe/qe_common.c,112,10
PAT20-R06,PAT20,unknown,ams_init,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/macintosh/ams/ams-core.c,112,10
PAT20-R07,PAT20,unknown,usbhs_rza1_hardware_init,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/usb/renesas_usbhs/rza.c,112,10
PAT20-R08,PAT20,unknown,smp_psurge_probe,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,arch/powerpc/platforms/powermac/smp.c,112,10
PAT20-R09,PAT20,unknown,valkyriefb_init,am33xx_pm_rtc_setup,of_find_node_by_name,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/video/fbdev/valkyriefb.c,112,10
PAT21-R01,PAT21,unknown,fuse_file_open,fuse_file_open,fuse_file_alloc,fuse_file_free,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,fs/fuse/file.c,2,10
PAT21-R02,PAT21,unknown,fuse_create_open,fuse_file_open,fuse_file_alloc,fuse_file_free,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,fs/fuse/dir.c,2,10
PAT22-R01,PAT22,unknown,nouveau_platform_device_create,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/nouveau/nouveau_drm.c,28,10
PAT22-R02,PAT22,unknown,sun4i_drv_bind,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/sun4i/sun4i_drv.c,28,10
PAT22-R03,PAT22,unknown,mtk_drm_bind,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/mediatek/mtk_drm_drv.c,28,10
PAT22-R04,PAT22,unknown,nouveau_drm_probe,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/nouveau/nouveau_drm.c,28,10
PAT22-R05,PAT22,unknown,stm_drm_platform_probe,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/stm/drv.c,28,10
PAT22-R06,PAT22,unknown,imx_drm_bind,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/imx/ipuv3/imx-drm-core.c,28,10
PAT22-R07,PAT22,unknown,bochs_pci_probe,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/tiny/bochs.c,28,10
PAT22-R08,PAT22,unknown,tve200_probe,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/tve200/tve200_drv.c,28,10
PAT22-R09,PAT22,unknown,sti_bind,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/sti/sti_drv.c,28,10
PAT22-R10,PAT22,unknown,pl111_amba_probe,lima_pdev_probe,drm_dev_alloc,drm_dev_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/gpu/drm/pl111/pl111_drv.c,28,10
PAT23-R01,PAT23,unknown,of_at91sam9x5_clk_main_rc_osc_setup,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/at91/dt-compat.c,157,10
PAT23-R02,PAT23,unknown,pnv_php_register_slot,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/pci/hotplug/pnv_php.c,157,10
PAT23-R03,PAT23,unknown,of_sama5d2_clk_audio_pll_pad_setup,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/at91/dt-compat.c,157,10
PAT23-R04,PAT23,unknown,rpi_ts_probe,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/input/touchscreen/raspberrypi-ts.c,157,10
PAT23-R05,PAT23,unknown,of_mmio_is_nonposted,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/of/address.c,157,10
PAT23-R06,PAT23,unknown,pru_handle_intrmap,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/remoteproc/pru_rproc.c,157,10
PAT23-R07,PAT23,unknown,bcm53573_ilp_init,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/bcm/clk-bcm53573-ilp.c,157,10
PAT23-R08,PAT23,unknown,of_syscon_icst_setup,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/versatile/clk-icst.c,157,10
PAT23-R09,PAT23,unknown,uniphier_clk_probe,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/uniphier/clk-uniphier-core.c,157,10
PAT23-R10,PAT23,unknown,snvs_lpgpr_probe,rpi_exp_gpio_probe,of_get_parent,of_node_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/nvmem/snvs_lpgpr.c,157,10
PAT24-R01,PAT24,unknown,megaraid_probe_one,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/megaraid.c,112,10
PAT24-R02,PAT24,unknown,advansys_pci_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/advansys.c,112,10
PAT24-R03,PAT24,unknown,pci_esp_probe_one,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/am53c974.c,112,10
PAT24-R04,PAT24,unknown,advansys_vlb_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/advansys.c,112,10
PAT24-R05,PAT24,unknown,pm8001_pci_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/pm8001/pm8001_init.c,112,10
PAT24-R06,PAT24,unknown,ahd_linux_register_host,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/aic7xxx/aic79xx_osm.c,112,10
PAT24-R07,PAT24,unknown,aha1740_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/aha1740.c,112,10
PAT24-R08,PAT24,unknown,pqi_register_scsi,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/smartpqi/smartpqi_init.c,112,10
PAT24-R09,PAT24,unknown,rtsx_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/staging/rts5208/rtsx.c,112,10
PAT24-R10,PAT24,unknown,stex_probe,ibmvscsi_probe,scsi_host_alloc,scsi_host_put,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/scsi/stex.c,112,10
PAT25-R01,PAT25,unknown,devm_clk_bulk_get_all_enable,devm_clk_bulk_get_all_enabled,clk_bulk_get_all,clk_bulk_put_all,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/clk-devres.c,3,10
PAT25-R02,PAT25,unknown,dwc3_of_simple_probe,devm_clk_bulk_get_all_enabled,clk_bulk_get_all,clk_bulk_put_all,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/usb/dwc3/dwc3-of-simple.c,3,10
PAT25-R03,PAT25,unknown,devm_clk_bulk_get_all,devm_clk_bulk_get_all_enabled,clk_bulk_get_all,clk_bulk_put_all,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/clk/clk-devres.c,3,10
PAT26-R01,PAT26,unknown,nlmclnt_recovery,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,fs/lockd/clntlock.c,270,10
PAT26-R02,PAT26,unknown,l1oip_socket_open,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/isdn/mISDN/l1oip_core.c,270,10
PAT26-R03,PAT26,unknown,rsi_create_kthread,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/net/wireless/rsi/rsi_common.h,270,10
PAT26-R04,PAT26,unknown,__damon_start,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,mm/damon/core.c,270,10
PAT26-R05,PAT26,unknown,make_simple_work_queue,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/md/dm-vdo/funnel-workqueue.c,270,10
PAT26-R06,PAT26,unknown,ftrace_direct_multi_init,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,samples/ftrace/ftrace-direct-multi-modify.c,270,10
PAT26-R07,PAT26,unknown,tegra20_vi_start_streaming,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/staging/media/tegra-video/tegra20.c,270,10
PAT26-R08,PAT26,unknown,try_one_request,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,lib/test_kmod.c,270,10
PAT26-R09,PAT26,unknown,cec_allocate_adapter,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,drivers/media/cec/core/cec-core.c,270,10
PAT26-R10,PAT26,unknown,page_alloc_init_late,jbd2_journal_start_thread,kthread_run,err-ptr-check,deterministic_random_comparable,deterministic random comparable function; no expected label,random_comparable,yes,mm/mm_init.c,270,10
